,Relatives__sum,Log__Fare,One_hot__Sex_female,One_hot__Sex_male,Ordinal__Embarked,Numeric__SibSp,Numeric__Parch,KNN__Age,Pass__Pclass,Pass__Survived
351,0.2,0.5001585548138243,0.0,1.0,1.0,0.25,0.0,0.374247205811224,3.0,0.0
252,0.1,0.40135896919365455,1.0,0.0,1.0,0.125,0.0,0.16803227026345646,3.0,1.0
314,0.2,0.5295781586642772,1.0,0.0,0.0,0.0,0.3333333333333333,0.09239884028740704,2.0,1.0
536,0.0,0.5380012918108712,0.0,1.0,1.0,0.0,0.0,0.4957771334930039,1.0,0.0
260,0.0,0.39134423619738523,1.0,0.0,0.0,0.0,0.0,0.25627127190218074,2.0,1.0
154,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,2.0,0.0
203,0.0,0.5281013477114938,1.0,0.0,0.0,0.0,0.0,0.23106012857683098,2.0,1.0
220,0.1,1.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.44535484684230425,1.0,1.0
438,0.1,0.6394627518675874,0.0,1.0,0.0,0.125,0.0,0.23106012857683098,1.0,0.0
584,0.2,0.5449835638455501,1.0,0.0,0.0,0.125,0.16666666666666666,0.26887684356485564,2.0,1.0
202,0.30000000000000004,0.45255376673825426,1.0,0.0,0.0,0.375,0.0,0.40753813185427956,3.0,1.0
199,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.3192991302155552,3.0,0.0
360,0.4,0.5713912159474593,1.0,0.0,0.0,0.25,0.3333333333333333,0.25627127190218074,3.0,0.0
183,0.2,0.5281013477114938,0.0,1.0,0.0,0.0,0.3333333333333333,0.45165763267364173,2.0,0.0
430,0.0,0.39134423619738523,1.0,0.0,0.0,0.0,0.0,0.7100718517584772,2.0,0.0
304,0.1,0.6638133911495926,0.0,1.0,1.0,0.0,0.16666666666666666,0.8109164250598765,1.0,0.0
411,0.0,0.7165034463969725,1.0,0.0,0.0,0.0,0.0,0.40753813185427956,1.0,1.0
34,0.2,0.43813551021220537,1.0,0.0,0.0,0.125,0.16666666666666666,0.3445102735409051,3.0,0.0
213,0.1,0.5281013477114938,1.0,0.0,0.0,0.0,0.16666666666666666,0.30669355855288033,2.0,1.0
2,0.2,0.36344855811683735,0.0,1.0,0.0,0.25,0.0,0.3192991302155552,3.0,0.0
394,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
167,0.0,0.43874096070747076,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,0.0
102,0.0,0.415246066809403,1.0,0.0,2.0,0.0,0.0,0.374247205811224,2.0,1.0
529,0.1,0.7227878932056411,0.0,1.0,0.0,0.125,0.0,0.4705659901676541,1.0,1.0
193,0.0,0.4339186127880943,0.0,1.0,0.0,0.0,0.0,0.6722551367704526,2.0,0.0
6,0.5,0.5938102861020564,0.0,1.0,0.0,0.5,0.16666666666666666,0.19324341358880626,3.0,0.0
378,0.2,0.5167281848535599,0.0,1.0,0.0,0.125,0.16666666666666666,0.44535484684230425,3.0,0.0
52,0.2,0.5818031659922842,0.0,1.0,0.0,0.125,0.16666666666666666,0.09239884028740704,2.0,1.0
497,0.1,0.42756330602760173,1.0,0.0,1.0,0.0,0.16666666666666666,0.04197655363670742,3.0,1.0
228,0.0,0.5313325505056177,0.0,1.0,1.0,0.0,0.0,0.43274927517962936,1.0,1.0
12,0.0,0.5380012918108712,0.0,1.0,1.0,0.0,0.0,0.374247205811224,1.0,0.0
331,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.747888566746502,1.0,0.0
470,0.0,0.3494505372759428,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,1.0
123,0.30000000000000004,0.7684432068211329,0.0,1.0,0.0,0.125,0.3333333333333333,0.44535484684230425,1.0,1.0
539,0.1,0.8837685600885564,1.0,0.0,1.0,0.0,0.16666666666666666,0.6218328501197529,1.0,1.0
414,0.1,0.6361712049470615,1.0,0.0,0.0,0.125,0.0,0.43274927517962936,1.0,1.0
660,0.0,0.3767675685322775,0.0,1.0,0.0,0.0,0.0,0.24366570023950587,3.0,0.0
656,0.2,0.5828785214020847,0.0,1.0,1.0,0.125,0.16666666666666666,0.38232698852892977,2.0,0.0
37,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.36972141686625487,2.0,1.0
243,0.0,0.5297985110081134,0.0,1.0,0.0,0.0,0.0,0.43274927517962936,1.0,1.0
343,0.0,0.33269334148249674,0.0,1.0,0.0,0.0,0.0,0.5588049918063784,3.0,0.0
495,0.2,0.6378379970302275,0.0,1.0,0.0,0.125,0.16666666666666666,0.45796041850497915,1.0,1.0
205,0.0,0.5553247552872789,1.0,0.0,1.0,0.0,0.0,0.36972141686625487,1.0,1.0
422,0.30000000000000004,0.5381641153575258,0.0,1.0,0.0,0.125,0.3333333333333333,0.44535484684230425,2.0,0.0
262,0.0,0.5486793783580444,0.0,1.0,1.0,0.0,0.0,0.7226774234211522,1.0,0.0
112,0.30000000000000004,0.49216085751035477,0.0,1.0,0.0,0.125,0.3333333333333333,0.004159838648682718,3.0,1.0
86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44535484684230425,3.0,0.0
449,0.5,0.5938102861020564,1.0,0.0,0.0,0.0,0.8333333333333333,0.5083827051556787,3.0,0.0
127,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,0.0
276,0.1,0.7592806561689714,1.0,0.0,1.0,0.125,0.0,0.28148241522753054,1.0,1.0
588,0.0,0.3494505372759428,1.0,0.0,0.0,0.0,0.0,0.16803227026345646,3.0,0.0
131,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,0.0
585,0.1,0.7246769696172585,0.0,1.0,1.0,0.125,0.0,0.30669355855288033,1.0,1.0
518,0.2,0.8586785697903752,0.0,1.0,1.0,0.0,0.3333333333333333,0.3319047018782302,1.0,0.0
468,0.0,0.36344855811683735,0.0,1.0,1.0,0.0,0.0,0.40753813185427956,3.0,0.0
44,0.0,0.34724755706710003,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
423,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.29408798689020543,2.0,1.0
605,0.1,0.6361712049470615,0.0,1.0,0.0,0.125,0.0,0.5209882768183537,1.0,0.0
130,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.42014370351695446,2.0,1.0
310,0.2,0.4894457748636945,1.0,0.0,0.0,0.0,0.3333333333333333,0.5083827051556787,3.0,0.0
135,0.2,0.4467026649062168,0.0,1.0,1.0,0.125,0.16666666666666666,0.374247205811224,3.0,1.0
168,0.5,0.5389979395502239,1.0,0.0,0.0,0.125,0.6666666666666666,0.5588049918063784,3.0,0.0
550,0.1,0.43917261968469046,1.0,0.0,0.0,0.125,0.0,0.5840161351317282,3.0,0.0
58,0.0,0.6041514775437852,0.0,1.0,0.0,0.0,0.0,0.374247205811224,1.0,0.0
698,0.0,0.34801082050793586,0.0,1.0,0.0,0.0,0.0,0.25627127190218074,3.0,0.0
242,0.0,0.5528013511027754,0.0,1.0,0.0,0.0,0.0,0.3319047018782302,1.0,1.0
249,0.0,0.41733284975267587,0.0,1.0,0.0,0.0,0.0,0.6344384217824278,2.0,0.0
226,0.0,0.4188069434436312,1.0,0.0,0.0,0.0,0.0,0.3445102735409051,2.0,1.0
692,0.6000000000000001,0.556695873257052,1.0,0.0,0.0,0.5,0.3333333333333333,0.10500441195008194,3.0,0.0
614,0.0,0.37809730939294867,1.0,0.0,0.0,0.0,0.0,0.45796041850497915,3.0,0.0
540,0.2,0.4467026649062168,0.0,1.0,1.0,0.125,0.16666666666666666,0.374247205811224,3.0,1.0
482,0.1,0.5506031046482883,0.0,1.0,1.0,0.125,0.0,0.40123534602294214,2.0,0.0
401,0.0,0.36344855811683735,0.0,1.0,0.0,0.0,0.0,0.4705659901676541,3.0,0.0
345,0.6000000000000001,0.556695873257052,1.0,0.0,0.0,0.5,0.3333333333333333,0.06718769696205723,3.0,0.0
533,0.0,0.3341931919415684,0.0,1.0,0.0,0.0,0.0,0.4705659901676541,3.0,0.0
170,0.1,0.5281013477114938,1.0,0.0,0.0,0.125,0.0,0.5209882768183537,2.0,1.0
363,0.0,0.3529552840548492,1.0,0.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
454,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.5209882768183537,2.0,1.0
684,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.24366570023950587,3.0,0.0
655,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.3319047018782302,2.0,0.0
103,0.5,0.5456498136790771,0.0,1.0,2.0,0.5,0.16666666666666666,0.01676541031135762,3.0,0.0
602,0.1,0.7083728358165282,1.0,0.0,1.0,0.125,0.0,0.374247205811224,1.0,1.0
538,0.0,0.7018439158340847,1.0,0.0,0.0,0.0,0.0,0.3192991302155552,1.0,1.0
399,0.0,0.35072669661240763,1.0,0.0,0.0,0.0,0.0,0.28148241522753054,3.0,0.0
417,0.1,0.45491364524217526,1.0,0.0,0.0,0.125,0.0,0.3192991302155552,3.0,0.0
370,0.0,0.7041351302819917,1.0,0.0,0.0,0.0,0.0,0.7730997100718517,1.0,1.0
410,0.1,0.4875782343987794,0.0,1.0,0.0,0.125,0.0,0.374247205811224,3.0,0.0
211,1.0,0.682002570512027,1.0,0.0,0.0,1.0,0.3333333333333333,0.374247205811224,3.0,0.0
591,0.2,0.5167281848535599,0.0,1.0,0.0,0.25,0.0,0.29408798689020543,3.0,0.0
245,0.0,0.34990232023989454,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
498,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.36972141686625487,2.0,0.0
104,0.1,0.4952865544680222,1.0,0.0,0.0,0.125,0.0,0.3319047018782302,2.0,0.0
68,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
640,0.0,0.3544970553710043,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
683,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
389,0.1,0.6475482867996226,1.0,0.0,0.0,0.125,0.0,0.483171561830329,1.0,1.0
503,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.7730997100718517,2.0,1.0
185,0.0,0.3356791332316349,0.0,1.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
322,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.6344384217824278,3.0,0.0
677,0.2,0.5281013477114938,1.0,0.0,0.0,0.125,0.16666666666666666,0.01676541031135762,2.0,1.0
467,0.0,0.345711887900344,1.0,0.0,0.0,0.0,0.0,0.25627127190218074,3.0,1.0
563,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
387,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.19324341358880626,3.0,1.0
33,0.1,0.5157696604351928,1.0,0.0,1.0,0.125,0.0,0.3445102735409051,2.0,1.0
59,0.1,0.32276390619844325,0.0,1.0,0.0,0.125,0.0,0.21845455691415605,3.0,0.0
523,0.0,0.34724755706710003,0.0,1.0,2.0,0.0,0.0,0.25627127190218074,3.0,0.0
232,0.0,0.36344855811683735,0.0,1.0,0.0,0.0,0.0,0.20584898525148115,3.0,0.0
137,0.0,0.4109891561864058,1.0,0.0,1.0,0.0,0.0,0.20584898525148115,2.0,1.0
711,0.2,0.491789087380451,0.0,1.0,0.0,0.0,0.3333333333333333,0.10500441195008194,3.0,1.0
110,0.0,0.5650388114700938,1.0,0.0,0.0,0.0,0.0,0.374247205811224,2.0,1.0
646,0.1,0.6617541548663702,0.0,1.0,0.0,0.125,0.0,0.5714105634690533,1.0,0.0
685,0.0,0.34384869418471947,1.0,0.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
312,0.1,0.6944519802337323,1.0,0.0,1.0,0.125,0.0,0.747888566746502,1.0,1.0
674,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.44535484684230425,2.0,0.0
432,0.0,0.6907316473431996,0.0,1.0,0.0,0.0,0.0,0.21845455691415605,2.0,0.0
610,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
328,0.0,0.5167281848535599,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
599,0.1,0.5167281848535599,0.0,1.0,2.0,0.125,0.0,0.374247205811224,3.0,0.0
10,0.0,0.5281013477114938,0.0,1.0,0.0,0.0,0.0,0.43274927517962936,2.0,0.0
272,0.0,0.3819595377998711,0.0,1.0,0.0,0.0,0.0,0.24366570023950587,3.0,0.0
169,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
356,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,3.0,0.0
138,0.2,0.7558914972956429,0.0,1.0,1.0,0.0,0.3333333333333333,0.20584898525148115,1.0,1.0
374,0.0,0.3502016019446998,0.0,1.0,1.0,0.0,0.0,0.40753813185427956,3.0,0.0
700,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,1.0
39,0.0,0.5281013477114938,0.0,1.0,0.0,0.0,0.0,0.19324341358880626,2.0,0.0
192,0.1,0.5281013477114938,0.0,1.0,0.0,0.125,0.0,0.30669355855288033,2.0,0.0
469,0.0,0.33763919258513786,0.0,1.0,1.0,0.0,0.0,0.4957771334930039,3.0,0.0
4,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.21845455691415605,2.0,0.0
566,0.0,0.38669046451768996,0.0,1.0,0.0,0.0,0.0,0.23106012857683098,3.0,0.0
492,0.1,0.45491364524217526,0.0,1.0,0.0,0.125,0.0,0.29408798689020543,3.0,0.0
671,0.0,0.43917261968469046,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
77,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
158,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
682,0.0,0.787913124843811,1.0,0.0,1.0,0.0,0.0,0.44535484684230425,1.0,1.0
223,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.23106012857683098,3.0,0.0
669,0.2,0.4717958613762316,0.0,1.0,0.0,0.25,0.0,0.19324341358880626,3.0,0.0
237,0.1,0.5486793783580444,0.0,1.0,1.0,0.0,0.16666666666666666,0.45796041850497915,1.0,0.0
628,0.2,0.5108890946860756,0.0,1.0,2.0,0.25,0.0,0.374247205811224,3.0,1.0
626,0.0,0.4143433441168874,0.0,1.0,0.0,0.0,0.0,0.40753813185427956,2.0,0.0
339,0.0,0.34384869418471947,0.0,1.0,0.0,0.0,0.0,0.5209882768183537,3.0,0.0
268,0.0,0.6492173620225161,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,1.0
575,0.1,0.4386984565615303,0.0,1.0,1.0,0.125,0.0,0.3319047018782302,3.0,0.0
128,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.8802470692045884,3.0,0.0
238,0.0,0.5502375707421462,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
19,0.0,0.6907316473431996,0.0,1.0,0.0,0.0,0.0,0.25627127190218074,2.0,0.0
462,0.0,0.5276556371206051,0.0,1.0,0.0,0.0,0.0,0.374247205811224,1.0,0.0
13,0.0,0.8585559919103046,1.0,0.0,0.0,0.0,0.0,0.35711584520358,1.0,1.0
354,1.0,0.682002570512027,0.0,1.0,0.0,1.0,0.3333333333333333,0.374247205811224,3.0,0.0
212,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.3319047018782302,2.0,0.0
346,0.2,0.4897287885153229,1.0,0.0,0.0,0.125,0.16666666666666666,0.43274927517962936,3.0,1.0
348,0.0,0.3494505372759428,0.0,1.0,0.0,0.0,0.0,0.28148241522753054,3.0,0.0
577,0.1,0.5281013477114938,1.0,0.0,0.0,0.125,0.0,0.29408798689020543,2.0,1.0
248,0.0,0.34801082050793586,0.0,1.0,0.0,0.0,0.0,0.21845455691415605,3.0,0.0
230,0.5,0.5456498136790771,0.0,1.0,2.0,0.5,0.16666666666666666,0.09239884028740704,3.0,0.0
678,0.2,0.7592806561689714,0.0,1.0,1.0,0.0,0.3333333333333333,0.7226774234211522,1.0,0.0
125,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.3445102735409051,2.0,1.0
166,0.0,0.3321902551850515,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
466,0.2,0.7558914972956429,0.0,1.0,1.0,0.125,0.16666666666666666,0.609227278457078,1.0,0.0
598,0.0,0.5276806297112894,1.0,0.0,0.0,0.0,0.0,0.5966217067944031,1.0,1.0
298,0.5,0.47799919815831027,1.0,0.0,0.0,0.25,0.5,0.29408798689020543,2.0,1.0
694,0.0,0.5502375707421462,1.0,0.0,0.0,0.0,0.0,0.23106012857683098,1.0,1.0
206,0.1,0.4386984565615303,1.0,0.0,1.0,0.125,0.0,0.1743350560947939,3.0,0.0
544,0.1,0.5650388114700938,1.0,0.0,0.0,0.0,0.16666666666666666,0.06718769696205723,2.0,1.0
607,0.0,0.37251505985030076,0.0,1.0,0.0,0.0,0.0,0.24366570023950587,3.0,0.0
515,0.5,0.5389979395502239,1.0,0.0,0.0,0.375,0.3333333333333333,0.10500441195008194,3.0,0.0
105,0.0,0.6315578346731877,0.0,1.0,0.0,0.0,0.0,0.38232698852892977,1.0,0.0
474,0.0,0.3341931919415684,0.0,1.0,0.0,0.0,0.0,0.24366570023950587,3.0,0.0
1,0.0,0.786578536659575,1.0,0.0,1.0,0.0,0.0,0.5083827051556787,1.0,1.0
710,0.0,0.42848647040443827,1.0,0.0,0.0,0.0,0.0,0.5588049918063784,2.0,1.0
364,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.7730997100718517,1.0,0.0
233,0.0,0.3915767533812693,1.0,0.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
241,0.30000000000000004,0.8055694580427181,1.0,0.0,0.0,0.125,0.3333333333333333,0.01676541031135762,1.0,0.0
371,0.0,0.33763919258513786,0.0,1.0,1.0,0.0,0.0,0.26887684356485564,3.0,1.0
652,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.3508130593722425,3.0,0.0
50,0.0,0.45397386041263804,1.0,0.0,0.0,0.0,0.0,0.6848607084331274,2.0,1.0
484,0.0,0.5528013511027754,0.0,1.0,0.0,0.0,0.0,0.6470439934451027,1.0,1.0
151,0.30000000000000004,0.67132033703852,1.0,0.0,0.0,0.125,0.3333333333333333,0.29408798689020543,2.0,1.0
271,0.1,0.5092286357428653,1.0,0.0,0.0,0.0,0.16666666666666666,0.42014370351695446,2.0,1.0
373,0.0,0.44425980422982303,0.0,1.0,0.0,0.0,0.0,0.5840161351317282,2.0,0.0
338,0.30000000000000004,0.67132033703852,1.0,0.0,0.0,0.125,0.3333333333333333,0.5966217067944031,2.0,1.0
7,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.23106012857683098,3.0,0.0
558,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.3003907727215429,3.0,0.0
308,0.2,0.3999337912742493,1.0,0.0,0.0,0.125,0.16666666666666666,0.004159838648682718,3.0,1.0
695,0.2,0.5295781586642772,0.0,1.0,0.0,0.125,0.16666666666666666,0.5335938484810286,2.0,0.0
502,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
460,0.7000000000000001,0.6199594201430055,0.0,1.0,0.0,0.625,0.3333333333333333,0.004159838648682718,3.0,0.0
146,0.0,0.7288351336732733,1.0,0.0,0.0,0.0,0.0,0.36972141686625487,1.0,1.0
548,0.0,0.38189895408024777,1.0,0.0,0.0,0.0,0.0,0.21845455691415605,3.0,1.0
274,0.0,0.3341931919415684,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,3.0,0.0
21,0.1,0.74937587918781,0.0,1.0,1.0,0.125,0.0,0.6218328501197529,1.0,0.0
627,0.2,0.44919043492360855,0.0,1.0,2.0,0.125,0.16666666666666666,0.4957771334930039,3.0,0.0
139,0.1,0.4952865544680222,0.0,1.0,0.0,0.125,0.0,0.42014370351695446,2.0,0.0
471,0.30000000000000004,0.5381641153575258,1.0,0.0,0.0,0.125,0.3333333333333333,0.05458212529938233,2.0,1.0
96,0.30000000000000004,0.40470470937773706,0.0,1.0,0.0,0.25,0.16666666666666666,0.28148241522753054,2.0,0.0
554,0.0,0.8703280791561688,0.0,1.0,1.0,0.0,0.0,0.374247205811224,1.0,0.0
31,0.2,0.6284289814045624,1.0,0.0,1.0,0.0,0.3333333333333333,0.26887684356485564,1.0,1.0
88,0.1,0.8075657891202526,1.0,0.0,0.0,0.0,0.16666666666666666,0.7226774234211522,1.0,1.0
320,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.5461994201437035,3.0,0.0
98,0.0,0.37446202006332885,0.0,1.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
562,0.0,0.35072669661240763,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,1.0
459,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,0.0
707,0.2,0.43813551021220537,0.0,1.0,0.0,0.125,0.16666666666666666,0.42014370351695446,3.0,0.0
294,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.3445102735409051,3.0,0.0
361,0.4,0.5713912159474593,1.0,0.0,0.0,0.25,0.3333333333333333,0.10500441195008194,3.0,0.0
53,0.0,0.33812548386615277,0.0,1.0,0.0,0.0,0.0,0.5840161351317282,3.0,0.0
621,0.1,0.5281013477114938,0.0,1.0,0.0,0.125,0.0,0.39493256019160466,2.0,1.0
691,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.4705659901676541,3.0,0.0
56,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.5020799193243414,3.0,0.0
546,0.5,0.5938102861020564,0.0,1.0,0.0,0.5,0.16666666666666666,0.16803227026345646,3.0,0.0
94,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.5209882768183537,2.0,1.0
145,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.7730997100718517,1.0,0.0
143,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.3445102735409051,1.0,1.0
341,0.0,0.3494505372759428,1.0,0.0,0.0,0.0,0.0,0.38232698852892977,3.0,0.0
108,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
507,0.1,0.5281013477114938,0.0,1.0,0.0,0.125,0.0,0.5461994201437035,2.0,0.0
662,0.0,0.3637931129710871,1.0,0.0,0.0,0.0,0.0,0.38232698852892977,3.0,1.0
357,0.1,0.698677405898743,0.0,1.0,0.0,0.0,0.16666666666666666,0.6722551367704526,1.0,0.0
634,0.0,0.3583948034719131,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,0.0
67,0.1,0.44919043492360855,1.0,0.0,2.0,0.125,0.0,0.374247205811224,3.0,1.0
425,0.2,0.5297738466092561,1.0,0.0,0.0,0.0,0.3333333333333333,0.23106012857683098,1.0,1.0
295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4957771334930039,1.0,0.0
159,0.1,0.34755366512192026,0.0,1.0,2.0,0.125,0.0,0.374247205811224,3.0,0.0
171,0.2,0.5295781586642772,0.0,1.0,0.0,0.125,0.16666666666666666,0.38232698852892977,2.0,0.0
45,0.1,0.35072669661240763,1.0,0.0,0.0,0.125,0.0,0.30669355855288033,3.0,0.0
659,0.1,0.44919043492360855,1.0,0.0,2.0,0.125,0.0,0.374247205811224,3.0,1.0
42,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
27,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.28148241522753054,2.0,0.0
234,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.42014370351695446,3.0,0.0
219,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.36972141686625487,2.0,0.0
403,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.6974662800958024,1.0,0.0
352,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
95,0.1,0.6506163725193498,1.0,0.0,0.0,0.125,0.0,0.20584898525148115,1.0,1.0
637,0.0,0.39134423619738523,1.0,0.0,0.0,0.0,0.0,0.42014370351695446,2.0,1.0
285,0.30000000000000004,0.4952865544680222,1.0,0.0,0.0,0.375,0.0,0.36972141686625487,2.0,1.0
144,0.0,0.5764076106287911,0.0,1.0,0.0,0.0,0.0,0.374247205811224,1.0,1.0
597,0.0,0.3377209927336551,0.0,1.0,1.0,0.0,0.0,0.287785201058868,3.0,0.0
317,0.1,0.6571131889470551,1.0,0.0,1.0,0.125,0.0,0.6722551367704526,1.0,1.0
443,0.30000000000000004,0.4820708903996448,1.0,0.0,1.0,0.25,0.16666666666666666,0.0010084457330139917,3.0,1.0
181,0.2,0.5048860932177652,1.0,0.0,1.0,0.125,0.16666666666666666,0.374247205811224,3.0,1.0
194,0.0,0.7041351302819917,1.0,0.0,0.0,0.0,0.0,0.4705659901676541,1.0,1.0
23,0.4,0.5249047780663141,1.0,0.0,0.0,0.375,0.16666666666666666,0.374247205811224,3.0,0.0
543,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.28148241522753054,2.0,0.0
576,0.2,0.5449835638455501,0.0,1.0,0.0,0.0,0.3333333333333333,0.0020168914660279834,2.0,1.0
434,0.2,0.3377209927336551,0.0,1.0,1.0,0.125,0.16666666666666666,0.20584898525148115,3.0,0.0
180,0.2,0.5025832588136308,1.0,0.0,0.0,0.0,0.3333333333333333,0.04197655363670742,3.0,1.0
291,0.1,0.45491364524217526,1.0,0.0,0.0,0.125,0.0,0.374247205811224,3.0,1.0
142,0.5,0.5456498136790771,1.0,0.0,2.0,0.0,0.8333333333333333,0.483171561830329,3.0,0.0
210,0.1,0.45491364524217526,0.0,1.0,0.0,0.125,0.0,0.374247205811224,3.0,0.0
11,0.0,0.36894978127505224,0.0,1.0,0.0,0.0,0.0,0.26887684356485564,3.0,0.0
99,0.0,0.35072669661240763,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,0.0
508,0.30000000000000004,0.4820708903996448,1.0,0.0,1.0,0.0,0.5,0.29408798689020543,3.0,1.0
661,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
160,0.2,0.35072669661240763,0.0,1.0,0.0,0.25,0.0,0.45796041850497915,3.0,0.0
63,0.4,0.8930704502718892,1.0,0.0,1.0,0.25,0.3333333333333333,0.25627127190218074,1.0,1.0
76,0.0,0.34899747688919597,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
147,0.1,0.3494505372759428,1.0,0.0,0.0,0.125,0.0,0.23106012857683098,3.0,1.0
433,0.0,0.4324430381951561,0.0,1.0,1.0,0.0,0.0,0.374247205811224,2.0,1.0
504,0.2,0.8189796728879717,1.0,0.0,0.0,0.125,0.16666666666666666,0.5588049918063784,1.0,1.0
119,0.0,0.3767675685322775,0.0,1.0,0.0,0.0,0.0,0.40753813185427956,3.0,0.0
57,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.23106012857683098,3.0,0.0
